,City_Name,Country_Code,Date,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind_Speed
369,aurora,br,1619894180,-6.9425,-38.9675,84.67,51,91,8.55
370,punta arenas,cl,1619894338,-53.15,-70.9167,46.2,66,20,8.05
371,ixtapa,mx,1619894431,20.7,-105.2,82.4,65,1,9.22
372,pingxiang,cn,1619894431,27.6167,113.85,70.14,74,87,2.26
373,nuuk,gl,1619894431,64.1835,-51.7216,41.0,70,20,6.96
374,saint-junien,fr,1619894432,45.8833,0.9,50.0,57,18,8.05
375,mlalo,tz,1619894432,-4.9333,38.9333,74.66,91,100,4.92
376,barrow,us,1619894423,71.2906,-156.7887,21.2,86,90,10.36
377,sioux lookout,ca,1619894433,50.1001,-91.917,60.8,36,40,4.61
378,klyuchi,ru,1619894433,52.2667,79.1667,42.22,54,90,8.39
379,busselton,au,1619894362,-33.65,115.3333,55.99,96,14,3.15
380,busselton,au,1619894362,-33.65,115.3333,55.99,96,14,3.15
381,thompson,ca,1619894434,55.7435,-97.8558,21.2,86,90,9.22
382,divnomorskoye,ru,1619894434,44.5011,38.1353,56.28,81,4,3.74
383,atuona,pf,1619894359,-9.8,-139.0333,78.66,73,0,9.46
384,rio gallegos,ar,1619894435,-51.6226,-69.2181,44.6,70,0,3.44
385,bredasdorp,za,1619894427,-34.5322,20.0403,50.0,93,100,2.3
386,vaini,to,1619894335,-21.2,-175.2,75.2,83,40,13.8
387,gordeyevka,ru,1619894435,52.9569,31.9703,46.6,80,100,6.33
388,genhe,cn,1619894436,50.7833,121.5167,35.91,63,100,3.4
389,riyadh,sa,1619894350,24.6877,46.7219,88.27,12,0,6.91
390,ushuaia,ar,1619894179,-54.8,-68.3,44.6,65,20,4.61
391,clyde river,ca,1619894410,70.4692,-68.5914,19.4,100,75,2.42
392,svetlyy,ru,1619894437,54.675,20.1347,43.25,65,0,6.71
393,palmer,us,1619894359,42.1584,-72.3287,56.3,41,20,12.66
394,fortuna,us,1619894336,40.5982,-124.1573,52.36,100,75,12.66
395,hobart,au,1619894337,-42.8794,147.3294,52.68,76,100,10.36
396,okakarara,na,1619894438,-20.5833,17.4333,68.18,52,98,3.29
397,zinder,ne,1619894438,13.8072,8.9881,96.8,13,0,4.61
398,bredasdorp,za,1619894427,-34.5322,20.0403,50.0,93,100,2.3
399,ushuaia,ar,1619894179,-54.8,-68.3,44.6,65,20,4.61
400,sitka,us,1619894439,57.0531,-135.33,44.6,76,75,3.44
401,puerto escondido,mx,1619894439,15.85,-97.0667,86.0,70,40,14.97
402,matveyevka,ru,1619894439,52.15,56.1833,55.4,44,0,4.47
403,saint-philippe,re,1619894380,-21.3585,55.7679,75.13,78,0,6.91
404,east london,za,1619894388,-33.0153,27.9116,57.2,88,0,6.91
405,port hardy,ca,1619894440,50.6996,-127.4199,48.61,76,75,5.75
406,bathsheba,bb,1619894440,13.2167,-59.5167,84.2,54,20,18.41
407,bengkulu,id,1619894332,-3.8004,102.2655,75.51,89,85,4.52
408,punta arenas,cl,1619894338,-53.15,-70.9167,46.2,66,20,8.05
409,ilulissat,gl,1619894373,69.2167,-51.1,46.4,34,1,10.36
410,kandrian,pg,1619894442,-6.2167,149.55,75.81,89,27,4.07
411,bayangol,ru,1619894442,50.6977,103.4656,33.71,96,100,4.88
412,hermanus,za,1619894331,-34.4187,19.2345,59.0,76,98,1.99
413,kirakira,sb,1619894442,-10.4544,161.9205,77.76,83,100,3.53
414,jamestown,sh,1619894353,-15.9387,-5.7168,70.11,76,22,17.81
415,hithadhoo,mv,1619894443,-0.6,73.0833,84.38,69,81,5.48
416,auchi,ng,1619894443,7.0667,6.2667,76.86,88,100,1.59
417,bucerias,mx,1619894444,20.75,-105.3333,82.4,65,1,9.22
418,busselton,au,1619894362,-33.65,115.3333,55.99,96,14,3.15
419,busselton,au,1619894362,-33.65,115.3333,55.99,96,14,3.15
420,hithadhoo,mv,1619894443,-0.6,73.0833,84.38,69,81,5.48
421,new norfolk,au,1619894354,-42.7826,147.0587,52.75,62,100,2.86
422,ushuaia,ar,1619894179,-54.8,-68.3,44.6,65,20,4.61
423,kaitangata,nz,1619894356,-46.2817,169.8464,48.99,68,0,5.99
424,mahebourg,mu,1619894445,-20.4081,57.7,73.4,94,20,4.61
425,aksu,cn,1619894446,41.1231,80.2644,71.65,23,100,1.16
426,san quintin,mx,1619894446,30.4833,-115.95,68.27,65,100,15.77
427,lahaina,us,1619894192,20.8783,-156.6825,74.19,73,20,13.8
428,ambulu,id,1619894446,-8.345,113.6058,75.09,90,100,3.36
429,aden,ye,1619894168,12.7794,45.0367,85.68,67,34,6.35
430,rikitea,pf,1619894334,-23.1203,-134.9692,76.21,80,98,12.91
431,poum,nc,1619894348,-20.2333,164.0167,75.52,75,100,8.79
432,sola,vu,1619894447,-13.8833,167.55,80.6,83,90,9.22
433,salalah,om,1619894448,17.0151,54.0924,84.2,84,20,4.61
434,flinders,au,1619894367,-34.5833,150.8552,57.99,89,100,1.99
435,qaanaaq,gl,1619894340,77.484,-69.3632,34.93,71,76,3.47
436,santa fe,cu,1619894448,23.1292,-82.2613,89.29,51,40,12.66
437,svetlogorsk,ru,1619894449,54.9399,20.1548,43.23,65,0,6.71
438,athabasca,ca,1619894449,54.7169,-113.2854,54.45,43,100,8.05
439,nederland,us,1619894449,29.9744,-93.9924,72.79,88,90,12.66
440,san patricio,mx,1619894400,19.2167,-104.7,80.6,69,40,13.8
441,karuzi,bi,1619894450,-3.125,30.1333,63.18,93,100,1.16
442,caconda,ao,1619894450,-13.7333,15.0667,60.89,90,100,0.36
443,katsuura,jp,1619894357,35.1333,140.3,61.75,88,20,10.36
444,bluff,nz,1619894331,-46.6,168.3333,48.0,86,15,1.01
445,lebu,cl,1619894427,-37.6167,-73.65,54.97,93,100,12.33
446,butaritari,ki,1619894347,3.0707,172.7902,82.63,76,99,11.81
447,port elizabeth,za,1619894425,-33.918,25.5701,57.2,82,0,3.44
448,carora,ve,1619894451,10.1755,-70.0827,86.22,49,100,3.04
449,kumluca,tr,1619894452,36.3703,30.2869,75.72,49,64,3.71
450,tolaga bay,nz,1619894452,-38.3667,178.3,50.94,72,100,11.21
451,vaitape,pf,1619894453,-16.5167,-151.75,80.6,68,16,3.47
452,bredasdorp,za,1619894427,-34.5322,20.0403,50.0,93,100,2.3
453,thompson,ca,1619894434,55.7435,-97.8558,21.2,86,90,9.22
454,kirakira,sb,1619894442,-10.4544,161.9205,77.76,83,100,3.53
455,carnarvon,au,1619894353,-24.8667,113.6333,68.0,73,100,9.22
456,norman wells,ca,1619894454,65.282,-126.8329,41.0,48,20,5.75
457,alakurtti,ru,1619894454,66.9672,30.3491,30.99,92,47,3.0
458,hilo,us,1619894352,19.7297,-155.09,74.28,65,40,3.44
459,bredasdorp,za,1619894427,-34.5322,20.0403,50.0,93,100,2.3
460,faanui,pf,1619894396,-16.4833,-151.75,80.62,68,11,3.44
461,hobart,au,1619894337,-42.8794,147.3294,52.68,76,100,10.36
462,hobart,au,1619894337,-42.8794,147.3294,52.68,76,100,10.36
463,jinchang,cn,1619894455,38.4953,102.1739,66.63,15,100,6.89
464,pevek,ru,1619894455,69.7008,170.3133,9.0,94,100,8.48
465,rikitea,pf,1619894334,-23.1203,-134.9692,76.21,80,98,12.91
466,saskylakh,ru,1619894456,71.9167,114.0833,29.98,97,100,2.33
467,vaini,to,1619894456,-21.2,-175.2,75.2,83,40,13.8
468,kedrovyy,ru,1619894457,56.1667,91.8167,37.4,65,0,2.24
469,rikitea,pf,1619894334,-23.1203,-134.9692,76.21,80,98,12.91
470,portland,au,1619894457,-38.3333,141.6,60.51,77,100,10.13
471,sao joao da barra,br,1619894458,-21.6403,-41.0511,75.2,73,20,6.91
472,ushuaia,ar,1619894458,-54.8,-68.3,44.6,65,20,4.61
473,ushuaia,ar,1619894458,-54.8,-68.3,44.6,65,20,4.61
474,albany,au,1619894329,-35.0169,117.8917,50.0,100,58,2.3
475,saint-pierre,re,1619894459,-21.3393,55.4781,75.11,78,0,5.75
476,tautira,pf,1619894459,-17.7333,-149.15,83.1,65,40,8.05
477,aleksandrov gay,ru,1619894459,50.147,48.5704,56.62,81,100,7.54
478,butaritari,ki,1619894460,3.0707,172.7902,82.63,76,99,11.81
479,axim,gh,1619894460,4.8699,-2.2405,82.63,81,96,12.35
480,langsa,id,1619894460,4.4683,97.9683,75.43,91,85,2.91
481,thompson,ca,1619894461,55.7435,-97.8558,21.2,86,90,9.22
482,rikitea,pf,1619894334,-23.1203,-134.9692,76.21,80,98,12.91
483,melbourne,au,1619894222,-37.814,144.9633,60.04,63,83,10.36
484,hithadhoo,mv,1619894303,-0.6,73.0833,84.38,69,81,5.48
485,puerto ayora,ec,1619894462,-0.7393,-90.3518,80.29,65,40,20.71
486,rikitea,pf,1619894334,-23.1203,-134.9692,76.21,80,98,12.91
487,colesberg,za,1619894462,-30.72,25.0972,52.38,58,0,8.81
488,izumo,jp,1619894462,35.3667,132.7667,51.8,87,75,19.57
489,punta arenas,cl,1619894463,-53.15,-70.9167,46.2,66,20,8.05
490,bluff,nz,1619894463,-46.6,168.3333,48.0,86,15,1.01
491,barrow,us,1619894464,71.2906,-156.7887,21.2,86,90,10.36
492,bluff,nz,1619894463,-46.6,168.3333,48.0,86,15,1.01
493,ushuaia,ar,1619894458,-54.8,-68.3,44.6,65,20,4.61
494,leningradskiy,ru,1619894464,69.3833,178.4167,15.12,87,100,21.14
495,chuy,uy,1619894465,-33.6971,-53.4616,73.09,55,4,5.39
496,port alfred,za,1619894349,-33.5906,26.891,61.95,68,0,3.38
497,praia da vitoria,pt,1619894465,38.7333,-27.0667,59.43,94,75,20.65
498,port alfred,za,1619894349,-33.5906,26.891,61.95,68,0,3.38
499,lebu,cl,1619894466,-37.6167,-73.65,54.97,93,100,12.33
500,talnakh,ru,1619894259,69.4865,88.3972,12.65,89,54,1.05
501,hope,ca,1619894466,49.383,-121.4414,53.92,67,90,9.22
502,busselton,au,1619894466,-33.65,115.3333,55.99,96,14,3.15
503,castro,cl,1619894467,-42.4721,-73.7732,55.15,82,75,12.66
504,bredasdorp,za,1619894467,-34.5322,20.0403,50.0,93,100,2.3
505,new norfolk,au,1619894468,-42.7826,147.0587,52.77,62,100,2.86
506,le port,re,1619894468,-20.9373,55.2919,75.13,73,0,5.75
507,rio grande,br,1619894468,-32.035,-52.0986,77.86,53,0,11.5
508,murgab,tm,1619894469,37.4966,61.9714,71.6,46,75,6.91
509,kuldiga,lv,1619894469,56.974,21.9572,39.2,93,0,2.3
510,cidreira,br,1619894469,-30.1811,-50.2056,70.57,62,0,11.86
511,busselton,au,1619894466,-33.65,115.3333,55.99,96,14,3.15
512,tobol,kz,1619894470,52.6844,62.5794,51.51,49,72,9.98
513,cape town,za,1619894470,-33.9258,18.4232,59.77,82,0,8.05
514,sayyan,ye,1619894471,15.1718,44.3244,55.2,82,100,8.21
515,antigonish,ca,1619894471,45.6169,-61.9986,45.19,84,94,8.01
516,qaanaaq,gl,1619894471,77.484,-69.3632,34.93,71,76,3.47
517,somotillo,ni,1619894472,13.0433,-86.9064,94.23,46,40,6.91
518,yellowknife,ca,1619894472,62.456,-114.3525,26.11,63,20,10.36
519,kochi,in,1619894472,9.9399,76.2602,75.2,94,75,6.91
520,qaanaaq,gl,1619894471,77.484,-69.3632,34.93,71,76,3.47
521,stepankovice,cz,1619894473,49.9574,18.0374,50.94,82,90,9.22
522,kapaa,us,1619894473,22.0752,-159.319,76.8,78,20,11.5
523,cape town,za,1619894470,-33.9258,18.4232,59.77,82,0,8.05
524,touros,br,1619894474,-5.1989,-35.4608,84.2,61,20,14.97
525,auki,sb,1619894474,-8.7676,160.7034,76.23,86,100,3.24
526,ribeira grande,pt,1619894474,38.5167,-28.7,62.6,94,75,19.57
527,huarmey,pe,1619894346,-10.0681,-78.1522,73.29,73,43,11.86
528,karratha,au,1619894304,-20.7377,116.8463,79.47,59,6,5.41
529,tuktoyaktuk,ca,1619894475,69.4541,-133.0374,14.0,92,90,8.05
530,lugazi,ug,1619894475,0.3772,32.9197,73.4,83,20,8.05
531,lagunas,pe,1619894476,-5.2269,-75.6753,91.83,41,33,2.01
532,cape town,za,1619894470,-33.9258,18.4232,59.77,82,0,8.05
533,seoul,kr,1619894359,37.5683,126.9778,45.23,93,90,6.91
534,kapaa,us,1619894473,22.0752,-159.319,76.8,78,20,11.5
535,cuamba,mz,1619894476,-14.8031,36.5372,68.4,95,16,1.77
536,jamestown,sh,1619894477,-15.9387,-5.7168,70.11,76,22,17.81
537,tilichiki,ru,1619894477,60.4667,166.1,11.3,86,28,9.62
538,khatanga,ru,1619894478,71.9667,102.5,18.16,99,83,2.28
539,arraial do cabo,br,1619894478,-22.9661,-42.0278,73.4,73,75,6.91
540,juneau,us,1619894478,58.3019,-134.4197,43.75,61,75,3.44
541,cidreira,br,1619894469,-30.1811,-50.2056,70.57,62,0,11.86
542,fairbanks,us,1619894228,64.8378,-147.7164,32.9,51,90,4.61
543,saldanha,za,1619894374,-33.0117,17.9442,60.8,55,0,5.75
544,tanabe,jp,1619894479,33.7333,135.3667,55.27,66,91,13.13
545,puerto ayora,ec,1619894462,-0.7393,-90.3518,80.29,65,40,20.71
546,gazli,uz,1619894480,40.1333,63.45,71.91,35,0,11.16
547,saldanha,za,1619894374,-33.0117,17.9442,60.8,55,0,5.75
548,jamestown,sh,1619894477,-15.9387,-5.7168,70.11,76,22,17.81
549,paysandu,uy,1619894346,-32.3214,-58.0756,81.5,40,0,1.01
550,butaritari,ki,1619894460,3.0707,172.7902,82.63,76,99,11.81
551,albany,au,1619894329,-35.0169,117.8917,50.0,100,58,2.3
552,bengkulu,id,1619894481,-3.8004,102.2655,75.51,89,85,4.52
553,palana,ru,1619894481,59.1167,159.9667,25.56,83,40,5.5
554,punta arenas,cl,1619894463,-53.15,-70.9167,46.2,66,20,8.05
555,cidreira,br,1619894469,-30.1811,-50.2056,70.57,62,0,11.86
556,te anau,nz,1619894482,-45.4167,167.7167,39.18,87,16,0.98
557,laguna,br,1619894482,-28.4825,-48.7808,73.0,57,0,1.99
558,jamestown,sh,1619894477,-15.9387,-5.7168,70.11,76,22,17.81
559,punta arenas,cl,1619894463,-53.15,-70.9167,46.2,66,20,8.05
560,punta arenas,cl,1619894463,-53.15,-70.9167,46.2,66,20,8.05
561,mount gambier,au,1619894483,-37.8333,140.7667,64.4,48,81,13.8
562,mar del plata,ar,1619894351,-38.0023,-57.5575,71.82,49,0,14.97
563,dingle,ie,1619894484,52.1408,-10.2689,50.0,76,75,4.61
564,east london,za,1619894287,-33.0153,27.9116,57.2,88,0,6.91
565,conway,us,1619894301,35.0887,-92.4421,78.85,41,1,8.05
566,busselton,au,1619894466,-33.65,115.3333,55.99,96,14,3.15
567,visby,se,1619894484,57.6409,18.296,41.77,75,16,2.3
568,katy,us,1619894485,29.7858,-95.8244,78.8,69,75,23.02
569,sao joao da barra,br,1619894458,-21.6403,-41.0511,75.2,73,20,6.91
570,east london,za,1619894287,-33.0153,27.9116,57.2,88,0,6.91
571,atuona,pf,1619894485,-9.8,-139.0333,78.66,73,0,9.46
572,vozdvizhenka,ru,1619894486,43.9,131.95,32.0,100,90,2.24
573,arraial do cabo,br,1619894478,-22.9661,-42.0278,73.4,73,75,6.91
574,port lincoln,au,1619894486,-34.7333,135.8667,61.61,69,100,13.78
575,catuday,ph,1619894487,16.2923,119.8062,78.53,77,63,6.51
576,deputatskiy,ru,1619894487,69.3,139.9,19.56,97,100,2.93
577,bredasdorp,za,1619894467,-34.5322,20.0403,50.0,93,100,2.3
578,sao joao da barra,br,1619894458,-21.6403,-41.0511,75.2,73,20,6.91
579,ushuaia,ar,1619894458,-54.8,-68.3,44.6,65,20,4.61
580,yelan,ru,1619894488,50.949,43.7378,53.76,93,70,6.49
581,chokurdakh,ru,1619894488,70.6333,147.9167,0.81,99,95,3.83
582,albany,au,1619894329,-35.0169,117.8917,50.0,100,58,2.3
583,butaritari,ki,1619894460,3.0707,172.7902,82.63,76,99,11.81
584,cabo san lucas,mx,1619894489,22.8909,-109.9124,78.8,61,1,8.05
585,punta arenas,cl,1619894463,-53.15,-70.9167,46.2,66,20,8.05
586,san quintin,mx,1619894489,30.4833,-115.95,68.27,65,100,15.77
587,kenai,us,1619894490,60.5544,-151.2583,42.8,52,1,4.61
588,kapaa,us,1619894473,22.0752,-159.319,76.8,78,20,11.5
589,qaanaaq,gl,1619894471,77.484,-69.3632,34.93,71,76,3.47
590,vaini,to,1619894456,-21.2,-175.2,75.2,83,40,13.8
591,bambous virieux,mu,1619894491,-20.3428,57.7575,74.16,94,20,4.61
592,cidreira,br,1619894469,-30.1811,-50.2056,70.57,62,0,11.86
593,avarua,ck,1619894491,-21.2078,-159.775,78.8,73,75,6.91
594,grand gaube,mu,1619894492,-20.0064,57.6608,75.0,88,3,3.0
595,lompoc,us,1619894492,34.6391,-120.4579,59.14,82,40,10.36
596,batagay,ru,1619894492,67.6333,134.6333,28.29,86,100,3.62
597,kodiak,us,1619894493,57.79,-152.4072,39.2,81,1,4.61
598,hobbs,us,1619894493,32.7026,-103.136,70.63,42,20,5.75
599,tadpatri,in,1619894494,14.9167,78.0167,85.14,52,4,10.42
600,mar del plata,ar,1619894351,-38.0023,-57.5575,71.82,49,0,14.97
